index,client_request_id,idempotency_key,category,attempts,sync_delay_ms,final_state,outcome,error_message
15,"exp4-client-s42-succ-0015","exp4-idemp-s42-succ-0015","IMMEDIATE_SUCCESS",0,8500,"SYNCED","SYNCED",""
16,"exp4-client-s42-succ-0016","exp4-idemp-s42-succ-0016","IMMEDIATE_SUCCESS",0,8400,"SYNCED","SYNCED",""
17,"exp4-client-s42-succ-0017","exp4-idemp-s42-succ-0017","IMMEDIATE_SUCCESS",0,8300,"SYNCED","SYNCED",""
18,"exp4-client-s42-succ-0018","exp4-idemp-s42-succ-0018","IMMEDIATE_SUCCESS",0,8200,"SYNCED","SYNCED",""
19,"exp4-client-s42-succ-0019","exp4-idemp-s42-succ-0019","IMMEDIATE_SUCCESS",0,8100,"SYNCED","SYNCED",""
20,"exp4-client-s42-succ-0020","exp4-idemp-s42-succ-0020","IMMEDIATE_SUCCESS",0,8000,"SYNCED","SYNCED",""
21,"exp4-client-s42-succ-0021","exp4-idemp-s42-succ-0021","IMMEDIATE_SUCCESS",0,7900,"SYNCED","SYNCED",""
22,"exp4-client-s42-succ-0022","exp4-idemp-s42-succ-0022","IMMEDIATE_SUCCESS",0,7800,"SYNCED","SYNCED",""
23,"exp4-client-s42-succ-0023","exp4-idemp-s42-succ-0023","IMMEDIATE_SUCCESS",0,7700,"SYNCED","SYNCED",""
24,"exp4-client-s42-succ-0024","exp4-idemp-s42-succ-0024","IMMEDIATE_SUCCESS",0,7600,"SYNCED","SYNCED",""
25,"exp4-client-s42-succ-0025","exp4-idemp-s42-succ-0025","IMMEDIATE_SUCCESS",0,7500,"SYNCED","SYNCED",""
26,"exp4-client-s42-succ-0026","exp4-idemp-s42-succ-0026","IMMEDIATE_SUCCESS",0,7400,"SYNCED","SYNCED",""
27,"exp4-client-s42-succ-0027","exp4-idemp-s42-succ-0027","IMMEDIATE_SUCCESS",0,7300,"SYNCED","SYNCED",""
28,"exp4-client-s42-succ-0028","exp4-idemp-s42-succ-0028","IMMEDIATE_SUCCESS",0,7200,"SYNCED","SYNCED",""
29,"exp4-client-s42-succ-0029","exp4-idemp-s42-succ-0029","IMMEDIATE_SUCCESS",0,7100,"SYNCED","SYNCED",""
30,"exp4-client-s42-transient-0030","exp4-idemp-s42-transient-0030","TRANSIENT_RETRY",1,42000,"SYNCED","SYNCED","Bank temporarily unavailable"
31,"exp4-client-s42-transient-0031","exp4-idemp-s42-transient-0031","TRANSIENT_RETRY",1,41900,"SYNCED","SYNCED","Bank temporarily unavailable"
32,"exp4-client-s42-transient-0032","exp4-idemp-s42-transient-0032","TRANSIENT_RETRY",1,41800,"SYNCED","SYNCED","Bank temporarily unavailable"
33,"exp4-client-s42-transient-0033","exp4-idemp-s42-transient-0033","TRANSIENT_RETRY",1,41700,"SYNCED","SYNCED","Bank temporarily unavailable"
34,"exp4-client-s42-transient-0034","exp4-idemp-s42-transient-0034","TRANSIENT_RETRY",1,41600,"SYNCED","SYNCED","Bank temporarily unavailable"
35,"exp4-client-s42-transient-0035","exp4-idemp-s42-transient-0035","TRANSIENT_RETRY",1,41500,"SYNCED","SYNCED","Bank temporarily unavailable"
36,"exp4-client-s42-transient-0036","exp4-idemp-s42-transient-0036","TRANSIENT_RETRY",1,41400,"SYNCED","SYNCED","Bank temporarily unavailable"
37,"exp4-client-s42-transient-0037","exp4-idemp-s42-transient-0037","TRANSIENT_RETRY",1,41300,"SYNCED","SYNCED","Bank temporarily unavailable"
38,"exp4-client-s42-transient-0038","exp4-idemp-s42-transient-0038","TRANSIENT_RETRY",1,41200,"SYNCED","SYNCED","Bank temporarily unavailable"
39,"exp4-client-s42-transient-0039","exp4-idemp-s42-transient-0039","TRANSIENT_RETRY",1,41100,"SYNCED","SYNCED","Bank temporarily unavailable"
40,"exp4-client-s42-pending-0040","exp4-idemp-s42-pending-0040","PENDING_STATUS",1,41000,"SYNCED","SYNCED",""
41,"exp4-client-s42-pending-0041","exp4-idemp-s42-pending-0041","PENDING_STATUS",1,40900,"SYNCED","SYNCED",""
42,"exp4-client-s42-pending-0042","exp4-idemp-s42-pending-0042","PENDING_STATUS",1,40800,"SYNCED","SYNCED",""
43,"exp4-client-s42-pending-0043","exp4-idemp-s42-pending-0043","PENDING_STATUS",1,40700,"SYNCED","SYNCED",""
44,"exp4-client-s42-pending-0044","exp4-idemp-s42-pending-0044","PENDING_STATUS",1,40600,"SYNCED","SYNCED",""
45,"exp4-client-s42-fail-0045","exp4-idemp-s42-fail-0045","PERMANENT_FAILURE",0,5500,"FAILED","FAILED","Invalid account number"
46,"exp4-client-s42-fail-0046","exp4-idemp-s42-fail-0046","PERMANENT_FAILURE",0,5400,"FAILED","FAILED","Invalid account number"
47,"exp4-client-s42-fail-0047","exp4-idemp-s42-fail-0047","PERMANENT_FAILURE",0,5300,"FAILED","FAILED","Invalid account number"
48,"exp4-client-s42-fail-0048","exp4-idemp-s42-fail-0048","PERMANENT_FAILURE",0,5200,"FAILED","FAILED","Invalid account number"
49,"exp4-client-s42-fail-0049","exp4-idemp-s42-fail-0049","PERMANENT_FAILURE",0,5100,"FAILED","FAILED","Invalid account number"
